en_original;bg_original;cs_original;da_original;de_original;el_original;es_original;et_original;fi_original;fr_original;hr_original;hu_original;it_original;lt_original;lv_original;mt_original;nl_original;pl_original;pt_original;ro_original;sk_original;sl_original;sv_original;no_original;is_original
oily water from oil/water separators;маслена вода от сепаратори за масло/вода;olejová voda z odlučovačů olej/voda;olieret vand fra olie/vand-separatorer;Ölhaltiges Wasser aus Öl/Wasser-Abscheidern;νερό με λάδι από διαχωριστές λαδιού/νερού;agua aceitosa de separadores de aceite/agua;õline vesi õli/vee eraldajatest;öljyinen vesi öljy/vesierottimista;eaux huileuses des séparateurs huile/eau;uljna voda iz separatora ulja/vode;olajos víz olaj/víz szétválasztókból;acqua oleosa da separatori olio/acqua;alyvuotas vanduo iš naftos/vandens atskirtuvų;eļļains ūdens no eļļas/ūdens separatoriem;ilma żejtni minn separaturi taż-żejt/ilma;oliehoudend water uit olie/water afscheiders;woda olejowa z separatorów olej/woda;água oleosa de separadores de óleo/água;apă uleioasă din separatoarele de ulei/apă;olejová voda z odlučovačov olej/voda;oljna voda iz ločevalnikov olja/vode;oljigt vatten från olje-/vattenavskiljare;oljete vann fra olje/vann-separatorer;olíumengað vatn úr olíu/vatnsskiljurum
wastes of liquid fuels;отпадъци от течни горива;odpady kapalných paliv;affald af flydende brændstoffer;Abfälle von flüssigen Brennstoffen;απόβλητα υγρών καυσίμων;residuos de combustibles líquidos;vedelkütuste jäätmed;nestemäisten polttoaineiden jätteet;déchets de combustibles liquides;otpadne tekuće gorive tvari;folyékony üzemanyagok hulladékai;rifiuti di combustibili liquidi;skystų degalų atliekos;šķidro degvielu atkritumi;skart ta' fjuwils likwidi;afval van vloeibare brandstoffen;odpady ciekłych paliw;resíduos de combustíveis líquidos;deșeuri de combustibili lichizi;odpady z kvapalných palív;odpadki tekočih goriv;avfall av flytande bränslen;avfall av flytende brensler;úrgangur fljótandi eldsneytis
fuel oil and diesel;мазут и дизел;topný olej a nafta;brændselsolie og diesel;Heizöl und Diesel;μαζούτ και ντίζελ;fuelóleo y diésel;kütteõli ja diislikütus;polttoöljy ja diesel;fioul et diesel;loživno ulje i dizel;fűtőolaj és dízel;olio combustibile e diesel;mazutas ir dyzelinas;degvielas eļļa un dīzeļdegviela;żejt tal-fjuwil u diżil;stookolie en diesel;olej opałowy i olej napędowy;óleo combustível e diesel;păcură și motorină;vykurovací olej a nafta;kurilno olje in dizel;eldningsolja och diesel;fyringsolje og diesel;eldsneyti og dísilolía
Petrol;Бензин;Benzín;Benzin;Benzin;Βενζίνη;Gasolina;bensiin;Bensiini;Essence;Benzin;Benzin;Benzina;Benzinas;Benzīns;Petrolju;benzine;Benzyna;Gasolina;Benzină;Benzín;bencin;Bensin;Bensin;Bensín
other fuels (including mixtures);други горива (включително смеси);jiná paliva (včetně směsí);andre brændstoffer (herunder blandinger);Andere Brennstoffe (einschließlich Gemische);άλλα καύσιμα (συμπεριλαμβανομένων των μειγμάτων);otros combustibles (incluidas mezclas);muud kütused (sealhulgas segud);muut polttoaineet (mukaan lukien seokset);autres combustibles (y compris les mélanges);druga goriva (uključujući smjese);egyéb üzemanyagok (beleértve a keverékeket);altri combustibili (comprese miscele);kiti degalai (įskaitant mišinius);citas degvielas (ieskaitot maisījumus);fjuwils oħra (inklużi taħlitiet);andere brandstoffen (inclusief mengsels);inne paliwa (w tym mieszaniny);outros combustíveis (incluindo misturas);alte combustibili (inclusiv amestecuri);iné palivá (vrátane zmesí);druga goriva (vključno z mešanicami);andra bränslen (inklusive blandningar);andre brensler (inkludert blandinger);önnur eldsneyti (þar með talin blöndur)
oil wastes not otherwise specified;отпадъци от масла, които не са посочени другаде;odpadní oleje jinak nespecifikované;olieaffald, ikke andetsteds specificeret;Ölabfälle, nicht anderweitig spezifiziert;απόβλητα λαδιού μη προσδιοριζόμενα αλλιώς;residuos de aceite no especificados de otra manera;õlijäätmed, mida ei ole mujal täpsustatud;öljyjätteet, joita ei ole muuten määritelty;déchets d'huile non spécifiés ailleurs;otpadna ulja koja nisu drugačije specificirana;egyébként nem meghatározott olajhulladékok;rifiuti di olio non altrimenti specificati;naftos atliekos, kitaip neapibrėžtos;eļļas atkritumi, kas nav citur klasificēti;skart taż-żejt mhux speċifikat mod ieħor;olieafval niet nader gespecificeerd;odpady olejowe nieokreślone w inny sposób;resíduos de óleo não especificados de outra forma;deșeuri de ulei nespecificate altfel;odpadové oleje inak nešpecifikované;oljne odpadke, ki niso drugače navedeni;oljeavfall som inte specificeras på annat sätt;oljeavfall som ikke er spesifisert annet sted;olíuúrgangur ekki annars staðar tilgreindur
desalter sludges or emulsions;утайки или емулсии от десалтери;kaly nebo emulze z odsolovačů;afsaltningsslam eller emulsioner;Entsalzungsschlämme oder Emulsionen;ιλύες ή γαλακτώματα από αποαλκαλοποιητές;lodos o emulsiones de desaladores;desalteri setted või emulsioonid;suolapoistolietteet tai emulsiot;boues ou émulsions de dessalage;muljevi ili emulzije iz desaltera;sótalanító iszapok vagy emulziók;fanghi o emulsioni da dissalatori;desalerių dumblas arba emulsijos;atsāļotāju dūņas vai emulsijas;ħama jew emulsjonijiet ta' desalter;ontzoutingsslib of emulsies;osady lub emulsje z odsalania;lodos ou emulsões de dessalinizadores;nămoluri sau emulsii de desalinizare;kaly alebo emulzie z odsoľovačov;blato ali emulzije iz razsoljevalnikov;desalterslam eller emulsioner;desalterslam eller emulsjoner;sorpsett eða fleyti úr afsaltskiljum
other emulsions;други емулсии;jiné emulze;andre emulsioner;Andere Emulsionen;άλλα γαλακτώματα;otras emulsiones;muud emulsioonid;muut emulsiot;autres émulsions;druge emulzije;egyéb emulziók;altre emulsioni;kitos emulsijos;citas emulsijas;emulsjonijiet oħra;andere emulsies;inne emulsje;outras emulsões;alte emulsii;iné emulzie;druge emulzije;andra emulsioner;andre emulsjoner;aðrar fleytur
WASTE ORGANIC SOLVENTS;ОТПАДЪЧНИ ОРГАНИЧНИ РАЗТВОРИТЕЛИ;ODPADNÍ ORGANICKÁ ROZPOUŠTĚDLA;AFFALD ORGANISKE OPLØSNINGSMIDLER;Abfall organischer Lösungsmittel;ΑΠΟΒΛΗΤΑ ΟΡΓΑΝΙΚΩΝ ΔΙΑΛΥΤΩΝ;RESIDUOS DE DISOLVENTES ORGÁNICOS;JÄÄTMEORGAANILISED LAHUSTID;JÄTE ORGAANISET LIUOTTIMET;DÉCHETS DE SOLVANTS ORGANIQUES;OTPADNI ORGANSKI OTAPALA;SZERVES OLDÓSZER HULLADÉKOK;RIFIUTI DI SOLVENTI ORGANICI;ATLIEKOS ORGANINIAI TIRPIKLIAI;ORGANISKO ŠĶĪDINĀTĀJU ATKRITUMI;SKART TA' SOLVENTI ORGANIĊI;AFVAL ORGANISCHE OPLOSMIDDELEN;ODPADY ROZPUSZCZALNIKÓW ORGANICZNYCH;RESÍDUOS DE SOLVENTES ORGÂNICOS;DEȘEURI DE SOLVENȚI ORGANICI;ODPADOVÉ ORGANICKÉ ROZPÚŠŤADLÁ;ODPADKI ORGANSKIH TOPIL;AVFALL AV ORGANISKA LÖSNINGSMEDEL;AVFALL ORGANISKE LØSEMIDLER;ÚRGANGUR LÍFRÆNNA LEYSIS
waste organic solvents;отпадъчни органични разтворители;odpadní organická rozpouštědla;affald organiske opløsningsmidler;Abfall organischer Lösungsmittel;απόβλητα οργανικών διαλυτών;residuos de disolventes orgánicos;jäätmeorgaanilised lahustid;jäte orgaaniset liuottimet;déchets de solvants organiques;otpadni organski otapala;szerves oldószer hulladékok;rifiuti di solventi organici;atliekos organiniai tirpikliai;organisko šķīdinātāju atkritumi;skart ta' solventi organiċi;afval organische oplosmiddelen;odpady rozpuszczalników organicznych;resíduos de solventes orgânicos;deșeuri de solvenți organici;odpadové organické rozpúšťadlá;odpadna organska topila;avfall av organiska lösningsmedel;avfall organiske løsemidler;úrgangur lífrænna leysis
chlorofluorocarbons;хлорофлуоровъглеводороди;chlorofluorouhlovodíky;chlorfluorcarboner;Chlorfluorkohlenwasserstoffe;χλωροφθορανθράκες;clorofluorocarbonos;klorofluorosüsivesinikud;kloorifluorihiilivedyt;chlorofluorocarbures;klorofluorougljici;klorofluorokarbonok;clorofluorocarburi;chlorfluorangliavandeniliai;hlorfluorogļūdeņraži;klorofluorokarboni;chloorfluorkoolwaterstoffen;chlorofluorowęglowodory;clorofluorocarbonetos;clorofluorocarburi;chlorofluorouhlíky;klorofluoroogljikovodiki;klorfluorkarboner;klorfluorkarboner;klórflúorkolefni
other halogenated solvents and solvent mixtures;други халогенирани разтворители и смеси от разтворители;jiná halogenovaná rozpouštědla a směsi rozpouštědel;andre halogenerede opløsningsmidler og opløsningsmiddelblandinger;Andere halogenierte Lösungsmittel und Lösungsmittelgemische;άλλοι αλογονούχοι διαλύτες και μείγματα διαλυτών;otros disolventes halogenados y mezclas de disolventes;muud halogeenitud lahustid ja lahustite segud;muut halogenoidut liuottimet ja liuotinseokset;autres solvants halogénés et mélanges de solvants;druga halogenirana otapala i smjese otapala;egyéb halogénezett oldószerek és oldószer keverékek;altri solventi alogenati e miscele di solventi;kiti halogeninti tirpikliai ir tirpiklių mišiniai;citi halogenētie šķīdinātāji un šķīdinātāju maisījumi;solventi aloginati oħra u taħlitiet ta' solventi;andere gehalogeneerde oplosmiddelen en oplosmiddelmengsels;inne halogenowane rozpuszczalniki i mieszaniny rozpuszczalników;outros solventes halogenados e misturas de solventes;alți solvenți halogenați și amestecuri de solvenți;iné halogénované rozpúšťadlá a zmesi rozpúšťadiel;druga halogenirana topila in mešanice topil;andra halogenerade lösningsmedel och lösningsmedelsblandningar;andre halogenerte løsemidler og løsemiddelblandinger;aðrir halógenaðir leysar og leysablöndur
other solvents and solvent mixtures;други разтворители и смеси от разтворители;jiná rozpouštědla a směsi rozpouštědel;andre opløsningsmidler og opløsningsmiddelblandinger;Andere Lösungsmittel und Lösungsmittelgemische;άλλοι διαλύτες και μείγματα διαλυτών;otros disolventes y mezclas de disolventes;muud lahustid ja lahustite segud;muut liuottimet ja liuotinseokset;autres solvants et mélanges de solvants;druga otapala i smjese otapala;egyéb oldószerek és oldószer keverékek;altri solventi e miscele di solventi;kiti tirpikliai ir tirpiklių mišiniai;citi šķīdinātāji un šķīdinātāju maisījumi;solventi oħra u taħlitiet ta' solventi;andere oplosmiddelen en oplosmiddelmengsels;inne rozpuszczalniki i mieszaniny rozpuszczalników;outros solventes e misturas de solventes;alți solvenți și amestecuri de solvenți;iné rozpúšťadlá a zmesi rozpúšťadiel;druga topila in mešanice topil;andra lösningsmedel och lösningsmedelsblandningar;andre løsemidler og løsemiddelblandinger;aðrir leysar og leysablöndur
sludges or solid wastes containing other solvents;утайки или твърди отпадъци, съдържащи други разтворители;kaly nebo pevné odpady obsahující jiná rozpouštědla;slam eller fast affald indeholdende andre opløsningsmidler;Schlämme oder feste Abfälle, die andere Lösungsmittel enthalten;ιλύες ή στερεά απόβλητα που περιέχουν άλλους διαλύτες;lodos o residuos sólidos que contienen otros disolventes;setted või tahked jäätmed, mis sisaldavad muid lahusteid;lietteet tai kiinteät jätteet, jotka sisältävät muita liuottimia;boues ou déchets solides contenant d'autres solvants;muljevi ili kruti otpadi koji sadrže druga otapala;iszapok vagy szilárd hulladékok, amelyek egyéb oldószereket tartalmaznak;fanghi o rifiuti solidi contenenti altri solventi;dumblas arba kietosios atliekos, turinčios kitų tirpiklių;dūņas vai cietie atkritumi, kas satur citus šķīdinātājus;ħama jew skart solidu li fih solventi oħra;slib of vaste afvalstoffen die andere oplosmiddelen bevatten;osady lub odpady stałe zawierające inne rozpuszczalniki;lodos ou resíduos sólidos contendo outros solventes;nămoluri sau deșeuri solide care conțin alți solvenți;kaly alebo tuhé odpady obsahujúce iné rozpúšťadlá;blato ali trdni odpadki, ki vsebujejo druga topila;slam eller fasta avfall som innehåller andra lösningsmedel;slam eller fast avfall som inneholder andre løsemidler;sorpsett eða fastur úrgangur sem inniheldur aðra leysa
"WASTE PACKAGING; ABSORBENTS";"ОТПАДЪЧНИ ОПАКОВКИ; АБСОРБЕНТИ";"ODPADNÍ OBALY; ABSORBENTY";"AFFALD EMBALLAGE; ABSORBENTER";"Abfallverpackungen; Absorptionsmittel";"ΑΠΟΒΛΗΤΑ ΣΥΣΚΕΥΑΣΙΑΣ; ΑΠΟΡΡΟΦΗΤΙΚΑ";"RESIDUOS DE ENVASES; ABSORBENTES";"JÄÄTMEPAKENDID; IMAVAD AINED";"JÄTEPAKKAUKSET; IMEYTYSKALVOT";"DÉCHETS D'EMBALLAGES; ABSORBANTS";"OTPADNA AMBALAŽA; UPJAJAČI";"HULLADÉK CSOMAGOLÁS; ABSZORBENSEK";"RIFIUTI DI IMBALLAGGI; ASSORBENTI";"ATLIEKOS PAKUOTĖS; ABSORBENTAI";"IEPAKOJUMA ATKRITUMI; ABSORBENTI";"SKART TA' IMBALLAĠĠ; ASSORBENTI";"AFVAL VERPAKKINGEN; ABSORPTIEMIDDELEN";"ODPADY OPAKOWAŃ; ABSORBENTY";"RESÍDUOS DE EMBALAGEM; ABSORVENTES";"DEȘEURI DE AMBALAJE; ABSORBANTE";"ODPADOVÉ OBALY; ABSORBENTY";"ODPADNA EMBALAŽA; ABSORBENTI";"AVFALLSFÖRPACKNINGAR; ABSORBENTER";"AVFALL EMBALLASJE; ABSORBENTER";"ÚRGANGSUMBÚÐIR; UPPSOGSEFNI"
paper and cardboard packaging;опаковки от хартия и картон;obaly z papíru a lepenky;papir- og papemballage;Papier- und Kartonverpackungen;συσκευασία από χαρτί και χαρτόνι;envases de papel y cartón;paberi- ja kartongpakendid;paperi- ja kartonkipakkaukset;emballages en papier et carton;ambalaža od papira i kartona;papír és karton csomagolás;imballaggi di carta e cartone;popieriaus ir kartono pakuotės;papīra un kartona iepakojums;imballaġġ tal-karta u kartun;papier- en kartonverpakkingen;opakowania papierowe i kartonowe;embalagens de papel e cartão;ambalaje din hârtie și carton;obaly z papiera a lepenky;embalaža iz papirja in kartona;papper och kartongförpackningar;papir- og pappemballasje;pappírs- og pappaumbúðir
plastic packaging;пластмасови опаковки;plastové obaly;plastemballage;Kunststoffverpackungen;πλαστική συσκευασία;embalaje de plástico;plastpakend;muovipakkaus;emballages en plastique;plastična ambalaža;műanyag csomagolás;imballaggi in plastica;plastikinė pakuotė;plastmasas iepakojums;ippakkjar tal-plastik;kunststofverpakking;opakowania z tworzyw sztucznych;embalagem de plástico;ambalaje din plastic;plastové obaly;plastična embalaža;plastförpackningar;plastemballasje;plastumbúðir
